Search type: State

Introduced - HI|Tree|Shrub

Accepted Symbol,Synonym Symbol,Scientific Name,Common Name
SOMA3,SOAU4,Solanum auriculatum Aiton,
SONI3,,Solanum nigrescens M. Martens & Galeotti,divine nightshade
SONI3,SOAMB,"Solanum americanum Mill. var. baylisii D'Arcy, nom. inq.",
SONI3,SOGR11,Solanum gracilius Herter,
SONI3,SOGR12,"Solanum gracile Dunal, non Sendtn. 1846",
SONI3,SOGR6,Solanum gracile Otto,
SONI3,SOOT,Solanum ottonis auct. non Hyl.,
SONI3,SOSU3,Solanum sublobatum auct. non Willd. ex Roem. & Schult.,
SOPS,,Solanum pseudocapsicum L.,Jerusalem cherry
SOPS,SOCA2,Solanum capsicastrum Link ex Schauer,
SORO3,,Solanum robustum Wendl.,shrubby nightshade
SOTO4,,Solanum torvum Sw.,turkey berry
SOTO4,SOFI3,Solanum ficifolium Ortega,
SOVI3,,Solanum viride G. Forst. ex Spreng.,green nightshade
SOVI3,SOPU2,Solanum puberulum Nutt. ex Seem.,
SPART2,,Spartium L.,broom
SPJU2,,Spartium junceum L.,Spanish broom
SPATH,,Spathodea P. Beauv.,spathodea
SPCA2,,Spathodea campanulata P. Beauv.,African tuliptree
STACH2,,Stachytarpheta Vahl,porterweed
STTR3,,Stachytarpheta ×trimeni Rech. [mutabilis × urticifolia],porterweed
STMU2,,Stachytarpheta mutabilis (Jacq.) Vahl,changeable velvetberry
STREP4,,Streptosolen Miers,streptosolen
STJA8,,Streptosolen jamesonii (Benth.) Miers,marmalade bush
STYLO4,,Stylosanthes Sw.,pencilflower
STFR80,,Stylosanthes fruticosa (Retz.) Alston,shrubby pencilflower
STFR80,STMU3,Stylosanthes mucronata Willd.,
SWIET,,Swietenia Jacq.,mahogany
SWMA,,Swietenia macrophylla King,Honduras mahogany
SWMA2,,Swietenia mahagoni (L.) Jacq.,West Indian mahogany
SYNCA,,Syncarpia Ten.,turpentine tree
SYGL,,Syncarpia glomulifera (Sm.) Nied.,turpentine tree
SYGL,MEGL10,Metrosideros glomulifera Sm.,
SYZYG,,Syzygium P. Br. ex Gaertn.,syzygium
SYCU,,Syzygium cumini (L.) Skeels,Java plum
SYCU,EUCU,Eugenia cumini (L.) Druce,
SYCU,EUJA3,Eugenia jambolana Lam.,
SYCU,SYJA3,Syzygium jambolanum (Lam.) DC.,
SYJA,,Syzygium jambos (L.) Alston,Malabar plum
SYJA,EUJA,Eugenia jambos L.,
SYJA,JAJA2,Jambosa jambos (L.) Millsp.,
SYMA2,,Syzygium malaccense (L.) Merr. & L.M. Perry,Malaysian apple
SYMA2,EUMA5,Eugenia malaccensis L.,
SYMA2,JAMA2,Jambosa malaccensis (L.) DC.,
SYNE2,,Syzygium nervosum DC.,Daly River satinash
SYNE2,CLNI5,Cleistocalyx nitidus (Korth.) Blume,
SYNE2,EUCL,Eucalyptus cladocalyx F. Muell.,
SYNE2,EUNE9,"Eugenia nervosa (DC.) Bedd., nom. illeg.",
SYNE2,JANI2,Jambosa nitida Korth.,
SYNE2,SYCL2,Syzygium cleistocalyx (Merr.) P.S. Ashton,
TECOM,,Tecoma Juss.,trumpetbush
TECA9,,Tecoma castanifolia (D. Don) Melchior,chestnutleaf trumpetbush
TECA9,TEGA2,Tecoma gaudichaudii DC.,
TEST,,Tecoma stans (L.) Juss. ex Kunth,yellow trumpetbush
TEST,BIST2,Bignonia stans L.,
TEST,STST19,Stenolobium stans (L.) Seem.,
TEST,TESTA,Tecoma stans (L.) Juss. ex Kunth var. angustatum Rehder,
TECTO,,Tectona L. f.,tectona
TEGR,,Tectona grandis L. f.,teak
TEPHR,,Tephrosia Pers.,hoarypea
TERMI,,Terminalia L.,tropical almond
TECA,,Terminalia catappa L.,tropical almond
TEMY,,Terminalia myriocarpa van Heurck & Müll. Arg.,East Indian almond
TETRA7,,Tetrazygia Rich. ex DC.,clover ash
TEBI,,Tetrazygia bicolor (Mill.) Cogn.,Florida clover ash
THESP,,Thespesia Sol. ex Corrêa,thespesia
THPO3,,Thespesia populnea (L.) Sol. ex Corrêa,Portia tree
THEVE,,Thevetia Adans.,thevetia
THPE3,,Thevetia peruviana (Pers.) K. Schum.,luckynut
THPE3,CATH7,Cascabela thevetia (L.) Lippold,
THPE3,CETH6,Cerbera thevetia L.,
THPE3,THNE3,Thevetia neriifolia Juss. ex Steud.,
THUNB,,Thunbergia Retz.,thunbergia
TIBOU,,Tibouchina Aubl.,glorytree
TIHE2,,Tibouchina herbacea (DC.) Cogn.,herbaceous glorytree
TILO,,Tibouchina longifolia (Vahl) Baill. ex Cogn.,longleaf glorytree
TILO,RHLO2,Rhexia longifolia Vahl,
TIUR,,Tibouchina urvilleana (DC.) Cogn.,princess-flower
TOONA,,Toona (Endl.) Roem.,redcedar
TOCI,,Toona ciliata Roem.,Australian redcedar
TOCIC,,Toona ciliata Roem. ssp. ciliata,Australian redcedar
TOCIA,,Toona ciliata Roem. ssp. ciliata var. australis (F. Muell.) Bahadur,Australian redcedar
TOCIA,CETOA,Cedrela toona Roxb. ex Rottler & Willd. var. australis (F. Muell.) C. DC.,
TOCIA,TOAU2,Toona australis (F. Muell.) Harms,
TRADE,,Tradescantia L.,spiderwort
TREMA,,Trema Lour.,trema
TROR,,Trema orientalis (L.) Blume,Oriental trema
TREMB,,Trembleya DC.,trembleya
TRPH,,Trembleya phlogiformis DC.,island glorybush
TRPHP,,Trembleya phlogiformis DC. var. parvifolia Cogn.,island glorybush
TRIUM,,Triumfetta L.,burbark
TRRH,,Triumfetta rhomboidea Jacq.,diamond burbark
TRRH,TRBA6,Triumfetta bartramia L.,
TRRH,TREX,Triumfetta excisa Urb.,
TRSE4,,Triumfetta semitriloba Jacq.,Sacramento burbark
TURNE,,Turnera L.,turnera
TUUL,,Turnera ulmifolia L.,ramgoat dashalong
ULEX,,Ulex L.,gorse
ULEU,,Ulex europaeus L.,common gorse
URENA,,Urena L.,urena
VACHE,,Vachellia Wight & Arn.,acacia
VAFA,,Vachellia farnesiana (L.) Wight & Arn.,sweet acacia
VAFA,ACFA,Acacia farnesiana (L.) Willd.,
VAFA,ACFAF2,Acacia farnesiana (L.) Willd. var. farnesiana,
VAFA,ACMI4,Acacia minuta (M.E. Jones) R.M. Beauch.,
VAFA,ACMID,Acacia minuta (M.E. Jones) R.M. Beauch. ssp. densiflora (Alexander ex Small) R.M. Beauch.,
VAFA,ACSM,Acacia smallii Isely,
VAFA,MIFA,Mimosa farnesiana L.,
VAFA,PIMI5,Pithecellobium minutum M.E. Jones,
VAFA,VADE4,Vachellia densiflora Alexander ex Small,
VERNI,,Vernicia Lour.,vernicia
VEMO3,,Vernicia montana Lour.,mu oil tree
VEMO3,ALCO12,"Aleurites cordata auct. non (Thunb.) R. Br. ex Steud., orth. var.",
VEMO3,ALCO17,Aleurites cordatus auct. non (Thunb.) R. Br. ex Steud.,
VEMO3,ALMO11,"Aleurites montana (Lour.) E.H. Wilson, orth. var.",
VEMO3,ALMO16,Aleurites montanus (Lour.) E.H. Wilson,
VEMO3,VECO6,Vernicia cordata auct. non (Thunb.) Airy-Shaw,
VERON,,Veronica L.,speedwell
VIOLA,,Viola L.,violet
VITEX,,Vitex L.,chastetree
VIPA6,,Vitex parviflora Juss.,smallflower chastetree
VITR7,,Vitex trifolia L.,simpleleaf chastetree
VITRB,,Vitex trifolia L. var. bicolor (Willd.) Moldenke,simpleleaf chastetree
VITRS,,Vitex trifolia L. var. subtrisecta (Kuntze) Moldenke,simpleleaf chastetree
VITRT,,Vitex trifolia L. var. trifolia,simpleleaf chastetree
VITRV,,Vitex trifolia L. var. variegata Moldenke,varigated chastetree
