"x"
""
"Passiflora maculifolia"
"Babiana scabrifolia"
"Babiana scariosa"
"Babiana secunda"
"Babiana sinuata"
"Babiana sp."
"Babiana striata"
"Babiana stricta"
"Babiana stricta var. stricta"
"Babiana symmetrantha"
"Babiana tanquana"
"Babiana torta"
"Babiana tritonioides"
"Babiana tubaeformis"
"Babiana tubulosa"
"Babiana unguiculata"
"Babiana vanzijliae"
"Babiana villosa"
"Babiana villosula"
"Babiana virescens"
"Babiana virginea"
"Babingtonia camphorosmae"
"Baccaurea airyshawii"
"Baccaurea angulata"
"Baccaurea annamensis"
"Baccaurea bracteata"
"Baccaurea brevipes"
"Baccaurea carinata"
"Baccaurea celebica"
"Baccaurea costulata"
"Baccaurea courtallensis"
"Baccaurea dasystachya"
"Baccaurea deflexa"
"Baccaurea dolichobotrys"
"Baccaurea dulcis"
"Baccaurea edulis"
"Baccaurea javanica"
"Baccaurea lanceolata"
"Baccaurea macrocarpa"
"Baccaurea macrophylla"
"Baccaurea maingayi"
"Baccaurea malayana"
"Baccaurea microcarpa"
"Baccaurea minor"
"Baccaurea mollis"
"Baccaurea motleyana"
"Baccaurea multiflora"
"Baccaurea nanihua"
"Baccaurea nesophila"
"Baccaurea odoratissima"
"Baccaurea papuana"
"Baccaurea parviflora"
"Baccaurea philippinensis"
"Baccaurea polyneura"
"Baccaurea ptychopyxis"
"Baccaurea pubera"
"Baccaurea purpurea"
"Baccaurea pyriformis"
"Baccaurea racemosa"
"Baccaurea ramiflora"
"Baccaurea reniformis"
"Baccaurea reticulata"
"Baccaurea sapida"
"Baccaurea sarawakensis"
"Baccaurea seemannii"
"Baccaurea simaloerensis"
"Baccaurea sp."
"Baccaurea sumatrana"
"Baccaurea sylvestris"
"Baccaurea taitensis"
"Baccaurea tetrandra"
"Baccaurea trigonocarpa"
"Baccaurea velutina"
"Baccharis"
"Baccharis alnifolia"
"Baccharis angulata"
"Baccharis anomala"
"Baccharis articulata"
"Baccharis axillaris"
"Baccharis bogotensis"
"Baccharis bolivensis"
"Baccharis boliviensis"
"Baccharis brachylaenoides"
"Baccharis braunii"
"Baccharis brevifolia"
"Baccharis buchtienii"
"Baccharis burchellii"
"Baccharis buxifolia"
"Baccharis caerulescens"
"Baccharis calvescens"
"Baccharis cassinifolia"
"Baccharis cassinoides"
"Baccharis concava"
"Baccharis confertifolia"
"Baccharis consanguinea"
"Baccharis coridifolia"
"Baccharis cylindrica"
"Baccharis darwinii"
"Baccharis decussata"
"Baccharis dioica"
"Baccharis discolor"
"Baccharis douglasii"
"Baccharis dracunculifolia"
"Baccharis elaeoides"
"Baccharis elegans"
"Baccharis emoryi"
"Baccharis erioclada"
"Baccharis eupatorioides"
"Baccharis fastigiata"
"Baccharis fevillei"
"Baccharis flabellata"
"Baccharis floribunda"
"Baccharis genistelloides"
"Baccharis genistifolia"
"Baccharis glandulifera"
"Baccharis glomeruliflora"
"Baccharis glutinosa"
"Baccharis grandiflora"
"Baccharis haitiensis"
"Baccharis halimifolia"
"Baccharis halimifolia var. angustior"
"Baccharis hemiprionoides"
"Baccharis heterophylla"
"Baccharis hirtella"
"Baccharis incisa"
"Baccharis intermedia"
"Baccharis jelskii"
"Baccharis juncea"
"Baccharis lancifolia"
"Baccharis latifolia"
"Baccharis lehmannii"
"Baccharis leveillei"
"Baccharis lilloi"
"Baccharis linearis"
"Baccharis longiattenuata"
"Baccharis longipes"
"Baccharis magellanica"
"Baccharis marginalis"
"Baccharis medullosa"
"Baccharis megapotamica"
"Baccharis montana"
"Baccharis multiflora"
"Baccharis myrsinites"
"Baccharis myrtilloides"
"Baccharis neglecta"
"Baccharis nitida"
"Baccharis oaxacana"
"Baccharis oblongifolia"
"Baccharis odorata"
"Baccharis oreophila"
"Baccharis orgyalis"
"Baccharis oronocensis"
"Baccharis oxydonta"
"Baccharis oxyodonta"
"Baccharis papillosa"
"Baccharis pauciflosculosa"
"Baccharis pedunculata"
"Baccharis petiolata"
"Baccharis pilularis"
"Baccharis pilularis subsp. consanguinea"
"Baccharis pingraea"
"Baccharis pingraea var. angustissima"
"Baccharis platypoda"
"Baccharis polifolia"
"Baccharis polyantha"
"Baccharis pseudotridentata"
"Baccharis pseudovaccinioides"
"Baccharis pteronioides"
"Baccharis pulchella"
"Baccharis pululahuensis"
"Baccharis punctulata"
"Baccharis racemosa"
"Baccharis racemosa var. eupatorioides"
"Baccharis retusa"
"Baccharis rhexioides"
"Baccharis rosmarinifolia"
"Baccharis sagittalis"
"Baccharis salicifolia"
"Baccharis salicina"
"Baccharis sarothroides"
"Baccharis scandens"
"Baccharis schultzii"
"Baccharis semiserrata"
"Baccharis serraefolia"
"Baccharis serrulata"
"Baccharis sessiliflora var. stuckertii"
"Baccharis shaferi"
"Baccharis sodiroi"
"Baccharis sordescens"
"Baccharis sp."
"Baccharis spartea"
"Baccharis spectabile"
"Baccharis sphaerocephala"
"Baccharis spicata"
"Baccharis sternbergiana"
"Baccharis subpenninervis"
"Baccharis subpingraea"
"Baccharis teindalensis"
"Baccharis thesioides"
"Baccharis tridentata"
"Baccharis trimera"
"Baccharis trinervis"
"Baccharis triplinervis"
"Baccharis tucumanensis"
"Baccharis ulicina"
"Baccharis vaccinioides"
"Baccharis vanessae"
"Baccharis viminea"
"Baccharoides adoensis"
"Baccharoides anthelmintica"
"Baccharoides calvoana"
"Baccharoides lasiopus"
"Baccharoides schimperi"
"Bacidia bagliettoana"
"Bacidia herbarum"
"Bacidia phacodes"
"Bacidia rubella"
"Backhousia angustifolia"
"Backhousia bancroftii"
"Backhousia citriodora"
"Backhousia enata"
"Backhousia gundarara"
"Backhousia hughesii"
"Backhousia kingii"
"Backhousia leptopetala"
"Backhousia myrtifolia"
"Backhousia oligantha"
"Backhousia sciadophora"
"Backhousia sp."
"Backhousia subargentea"
"Backhousia tetraptera"
"Bacopa caroliniana"
"Bacopa eisenii"
"Bacopa lanigera"
"Bacopa monnieri"
"Bacopa repens"
"Bacopa sp."
"Bactria ovczinnikovii"
"Bactris"
"Bactris acanthocarpa"
"Bactris acanthocarpoides"
"Bactris balanophora"
"Bactris barronis"
"Bactris bidentula"
"Bactris bifida"
"Bactris brongniartii"
"Bactris campestris"
"Bactris caudata"
"Bactris coloniata"
"Bactris coloradonis"
"Bactris concinna"
"Bactris constanciae"
"Bactris corossilla"
"Bactris cubensis"
"Bactris cuvaro"
"Bactris dianeura"
"Bactris elegans"
"Bactris ferruginea"
"Bactris gasipaes"
"Bactris gastoniana"
"Bactris glandulosa"
"Bactris glaucescens"
"Bactris gracilior"
"Bactris guineensis"
"Bactris halmoorei"
"Bactris hatschbachii"
"Bactris herrerana"
"Bactris hirta"
"Bactris horridispatha"
"Bactris jamaicana"
"Bactris killipii"
"Bactris kunorum"
"Bactris longiseta"
"Bactris macroacantha"
"Bactris major"
"Bactris maraja"
"Bactris martiana"
"Bactris mexicana"
"Bactris militaris"
"Bactris nancibaensis"
"Bactris oligoclada"
"Bactris pickelii"
"Bactris pilosa"
"Bactris pliniana"
"Bactris plumeriana"
"Bactris polystachya"
"Bactris porschiana"
"Bactris ptariana"
"Bactris rhaphidacantha"
"Bactris riparia"
"Bactris schultesii"
"Bactris setosa"
"Bactris setulosa"
"Bactris simplicifrons"
"Bactris sp."
"Bactris sphaerocarpa"
"Bactris timbuiensis"
"Bactris tomentosa"
"Bactris turbinocarpa"
"Badhamia utricularis"
"Badiera fuertesii"
"Badiera oblongata"
"Badiera penaea"
"Badiera propinqua"
"Badiera virgata"
"Badula balfouriana"
"Badula barthesia"
"Badula borbonica"
"Badula crassa"
"Badula decumbens"
"Badula fragilis"
"Badula grammisticta"
"Badula insularis"
"Badula multiflora"
"Badula nitida"
"Badula ovalifolia"
"Badula pervilleana"
"Badula platyphylla"
"Badula reticulata"
"Badula richardiana"
"Badula sieberi"
"Badusa corymbifera"
"Badusa palauensis"
"Baeckea brevifolia"
"Baeckea corynophylla"
"Baeckea frutescens"
"Baeckea grandibracteata"
"Baeckea grandis"
"Baeckea imbricata"
"Baeckea linifolia"
"Baeckea uncinella"
"Baeckea virgata"
"Baeometra sp._Chase_2222"
"Baeometra uniflora"
"Baeomyces roseus"
"Baeomyces rufus"
"Baeomyces sp."
"Baeothryon cespitosum"
"Baeria chrysostoma subsp. gracilis"
"Baeria chrysostoma var. gracilis"
"Baeria gracilis"
"Baeria macrantha"
"Baeria minor"
"Baeriopsis guadalupensis"
"Bafodeya benna"
"Bagassa guianensis"
"Bagnisiopsis peribebuyensis"
"Bagnisiopsis sp."
"Bahia ambrosioides"
"Bahia dissecta"
"Bahianthus viscosus"
"Baijiania borneensis"
"Baikiaea insignis"
"Baikiaea plurijuga"
"Baikiaea robynsii"
"Baikiaea zenkeri"
"Baileya multiradiata"
"Baileya pauciradiata"
"Baileya pleniradiata"
"Baillonella toxisperma"
"Baimashania pulvinata"
"Baimashania wangii"
"Baissea aframensis"
"Baissea multiflora"
"Baissea sp."
"Bajacalia tridentata"
"Bakerella sp._Nickrent_4161"
"Bakeridesia amoena"
"Bakeridesia bakeriana"
"Bakeridesia gloriosa"
"Bakeridesia huastecana"
"Bakeridesia integerrima"
"Bakeridesia jaliscana"
"Bakeridesia molinae"
"Bakeridesia nelsonii"
"Bakeridesia notolophium"
"Bakeridesia pittieri"
"Bakeridesia yucatana"
"Bakeridesia zapoteca"
"Bakoa lucens"
"Bakoaella nakamotoi"
"Bakoaella sicula"
"Balaka brachychlamys"
"Balaka diffusa"
"Balaka insularis"
"Balaka longirostris"
"Balaka macrocarpa"
"Balaka microcarpa"
"Balaka pauciflora"
"Balaka samoensis"
"Balaka seemannii"
"Balaka sp."
"Balaka streptostachys"
"Balaka tahitensis"
"Balakata baccata"
"Balakata luzonica"
"Balanites aegyptiaca"
"Balanites angolensis"
"Balanites glabra"
"Balanites maughamii"
"Balanites pedicellaris"
"Balanites rotundifolia"
"Balanites roxburghii"
"Balanites triflora"
"Balanites triflorus"
"Balanites wilsoniana"
"Balanitis aegyptiaca"
"Balanitis roxbergii"
"Balanocarpus heimii"
"Balanocarpus kitulgallensis"
"Balanophora fungosa"
"Balanophora harlandii"
"Balanophora japonica"
"Balanophora laxiflora"
"Balanophora tobiracola"
"Balanophora yakushimensis"
"Balanops australiana"
"Balanops balansae"
"Balanops microstachya"
"Balanops oliviformis"
"Balanops pachyphylla"
"Balanops pancheri"
"Balanops pedicellata"
"Balanops sparsifolia"
"Balanops vieillardii"
"Balansia henningsiana"
"Balansia Redundans "
"Balansia sp."
"Balantium antarcticum"
"Balariane sp."
"Balaustion pulcherrimum"
"Balbisia gracilis"
"Balbisia meyeniana"
"Balbisia peduncularis"
"Balbisia verticillata"
"Baldellia ranunculoides"
"Baldingera arundinacea"
"Baldingera sp."
"Balduina angustifolia"
"Balduina atropurpurea"
"Balduina uniflora"
"Balfourodendron molle"
"Balfourodendron riedelianum"
"Baliospermum angustifolium"
"Baliospermum axillare"
"Baliospermum bilobatum"
"Baliospermum calycinum"
"Baliospermum montanum"
"Baliospermum solanifolium"
"Balizia elegans"
"Balizia leucocalyx"
"Balizia pedicellaris"
"Balladyna magnifica"
"Balladyna sp."
"Balladyna velutina"
"Balladynocallia glabra"
"Balladynopsis ledermannii"
"Ballia callitricha"
"Ballia hirsuta"
"Ballia scoparia"
"Ballochia atrovirgata"
"Ballota acetabulosa"
"Ballota acuta"
"Ballota hirsuta"
"Ballota nigra"
"Ballota nigra meridionalis"
"Ballota nigra nigra"
"Ballota nigra subsp. foetida"
"Ballota nigra subsp. nigra"
"Ballota nigra subsp. ruderalis"
"Ballota rotundifolia"
"Ballota ruderalis"
"Ballota rupestris"
"Ballota sagittata"
"Ballota saxatilis"
"Ballota sp."
"Balmea stormae"
"Balmea stormiae"
"Baloghia alternifolia"
"Baloghia anisomera"
"Baloghia balansae"
"Baloghia brongniartii"
"Baloghia buchholzii"
"Baloghia bureavii"
"Baloghia inophylla"
"Baloghia lucida"
"Baloghia marmorata"
"Baloghia montana"
"Baloghia parviflora"
"Baloghia pininsularis"
"Baloghia pulchella"
"Baloskion australe"
"Baloskion gracile"
"Baloskion longipes"
"Baloskion pallens"
"Baloskion stenocoleum"
"Baloskion tetraphyllum"
"Balsamina hortensis"
"Balsamina politangeri"
"Balsamita major"
"Balsamocarpon brevifolium"
"Balsamocitrus camerunensis"
"Balsamocitrus dawei"
"Balsamocitrus gabonensis"
"Balsamocitrus paniculata"
"Balsamocitrus sp."
"Balsamodendrum opobalsamum"
"Balsamorhiza careyana"
"Balsamorhiza deltoidea"
"Balsamorhiza hirsuta"
"Balsamorhiza hispidula"
"Balsamorhiza hookeri"
"Balsamorhiza incana"
"Balsamorhiza lanata"
"Balsamorhiza macrophylla"
"Balsamorhiza rosea"
"Balsamorhiza sagittata"
"Balsamorhiza sericea"
"Balsamorhiza serrata"
"Balsamorhiza sp."
"Balthasaria mannii"
"Balthasaria schliebenii"
"Baltimora recta"
"Bambekea racemosa"
"Bamboo sp."
"Bambusa"
"Bambusa arnhemica"
"Bambusa arundinacea"
"bambusa arundinaceae"
"Bambusa balcooa"
"Bambusa bambos"
"Bambusa basihirsuta"
"Bambusa beecheyana"
"Bambusa blumeana"
"Bambusa chungii"
"Bambusa copelandii"
"Bambusa dolichoclada"
"Bambusa domestica"
"Bambusa emeiensis"
"Bambusa floribunda"
"Bambusa gibbsiae"
"Bambusa glaucescens"
"Bambusa gracilis"
"Bambusa japonica"
"Bambusa malingensis"
"Bambusa mitis"
"Bambusa moreheadiana"
"Bambusa multiplex"
"Bambusa multiplex var. elegans"
"Bambusa multiplex var. gracillima"
"Bambusa multiplex var. multiplex"
"Bambusa mutabilis"
"Bambusa nana"
"Bambusa nigra"
"Bambusa nutans"
"Bambusa oldhamii"
"Bambusa oliveriana"
"Bambusa pachinensis"
"Bambusa pachinensis var. pachinensis"
"Bambusa pallescens"
"Bambusa paniculata"
"Bambusa pierreana"
"Bambusa polymorpha"
"Bambusa remotiflora"
"Bambusa schizostachyoides"
"Bambusa shimadai"
"Bambusa shiuyingiana"
"Bambusa siamensis"
"Bambusa simonii"
"Bambusa sinospinosa"
"Bambusa sp."
"Bambusa spinosa"
"Bambusa stenostachya"
"Bambusa tessellata"
"Bambusa textilis"
"Bambusa thorelii"
"Bambusa tulda"
"Bambusa tuldoides"
"Bambusa valida"
"Bambusa veitchii"
"Bambusa ventricosa"
"Bambusa vulgaris"
"Bambusa vulgaris var. striata"
"Bambusa vulgaris var. triata"
"Bambusa vulgaris var. vittata"
"Bambusa wamin"
"Bambusae"
"Bambusapis sp."
"Bambuseae"
"Bambusoideae"
"Bambussa sp."
"Banara arguta"
"Banara axilliflora"
"Banara brasiliensis"
"Banara brittonii"
"Banara caymanensis"
"Banara domingensis"
"Banara excisa"
"Banara glauca"
"Banara guianensis"
"Banara ibaguensis"
"Banara larensis"
"Banara minutiflora"
"Banara nitida"
"Banara orinocensis"
"Banara parviflora"
"Banara portoricensis"
"Banara quinquenervis"
"Banara regia"
"Banara regis"
"Banara riparia"
"Banara riscoi"
"Banara selleana"
"Banara serrata"
"Banara sp."
"Banara splendens"
"Banara tomentosa"
"Banara trinitatis"
"Banara ulmifolia"
"Banara umbraticola"
"Banara vanderbiltii"
"Banisteria argentea"
"Banisteria argyrophylla"
"Banisteria campestris"
"Banisteria ciliata"
"Banisteria clauseniana"
"Banisteria confertiflora"
"Banisteria cornifolia"
"Banisteria laurifolia"
"Banisteria metallicolor"
"Banisteria metallicolor var. sericea"
"Banisteria sp."
"Banisteriopsis adenopoda"
"Banisteriopsis angustifolia"
"Banisteriopsis anisandra"
"Banisteriopsis arborea"
"Banisteriopsis argyrophylla"
"Banisteriopsis basifixa"
"Banisteriopsis caapi"
"Banisteriopsis calcicola"
"Banisteriopsis clauseniana"
"Banisteriopsis confusa"
"Banisteriopsis elegans"
"Banisteriopsis gardneriana"
"Banisteriopsis goiana"
"Banisteriopsis harleyi"
"Banisteriopsis laevifolia"
"Banisteriopsis latifolia"
"Banisteriopsis leptocarpa"
"Banisteriopsis lucida"
"Banisteriopsis malifolia"
"Banisteriopsis martiniana"
"Banisteriopsis megaphylla"
"Banisteriopsis membranifolia"
"Banisteriopsis muricata"
"Banisteriopsis nummifera"
"Banisteriopsis padifolia"
"Banisteriopsis paraguariensis"
"Banisteriopsis parviflora"
"Banisteriopsis pubipetala"
"Banisteriopsis pulcherrima"
"Banisteriopsis pulchra"
"Banisteriopsis schwannioides"
"Banisteriopsis scutellata"
"Banisteriopsis sp."
"Banisteriopsis stellaris"
"Banisteriopsis vernoniifolia"
"Banksia aculeata"
"Banksia aemula"
"Banksia alliacea"
"Banksia anatona"
"Banksia aquilonia"
"Banksia arborea"
"Banksia arctotidis"
"Banksia armata"
"Banksia ashbyi"
"Banksia attenuata"
"Banksia audax"
"Banksia baueri"
"Banksia baxteri"
"Banksia bella"
"Banksia benthamiana"
"Banksia bipinnatifida"
"Banksia biterax"
"Banksia blechnifolia"
"Banksia borealis"
"Banksia brevidentata"
"Banksia brownii"
"Banksia brunnea"
"Banksia burdettii"
"Banksia caleyi"
"Banksia calophylla"
"Banksia candolleana"
"Banksia canei"
"Banksia carlinoides"
"Banksia catoglypta"
"Banksia chamaephyton"
"Banksia cirsioides"
"Banksia coccinea"
"Banksia collina"
"Banksia columnaris"
"Banksia comosa"
"Banksia concinna"
"Banksia corvijuga"
"Banksia cuneata"
"Banksia cynaroides"
"Banksia dallanneyi"
"Banksia densa"
"Banksia dentata"
"Banksia dolichostyla"
"Banksia drummondii"
"Banksia dryandroides"
"Banksia echinata"
"Banksia elderiana"
"Banksia elegans"
"Banksia emulata"
"Banksia epica"
"Banksia epimicta"
"Banksia ericifolia"
"Banksia falcata"
"Banksia fasciculata"
"Banksia fililoba"
"Banksia foliosissima"
"Banksia formosa"
"Banksia fraseri"
"Banksia fuscobractea"
"Banksia gardneri"
"Banksia glaucifolia"
"Banksia goodii"
"Banksia grandis"
"Banksia grossa"
"Banksia heliantha"
"Banksia hewardiana"
"Banksia hiemalis"
"Banksia hookeriana"
"Banksia idiogenes"
"Banksia ilicifolia"
"Banksia incana"
"Banksia insulanemorecincta"
"Banksia integrifolia"
"Banksia ionthocarpa"
"Banksia kippistiana"
"Banksia lanata"
"Banksia laricina"
"Banksia lehmanniana"
"Banksia lemanniana"
"Banksia lepidorhiza"
"Banksia leptophylla"
"Banksia lindleyana"
"Banksia littoralis"
"Banksia lullfitzii"
"Banksia marginata"
"Banksia media"
"Banksia meganotia"
"Banksia meisneri"
"Banksia menziesii"
"Banksia micrantha"
"Banksia mimica"
"Banksia mucronulata"
"Banksia nana"
"Banksia neoanglica"
"Banksia nivea"
"Banksia nobilis"
"Banksia nutans"
"Banksia oblongifolia"
"Banksia obovata"
"Banksia obtusa"
"Banksia occidentalis"
"Banksia octotriginta"
"Banksia oligantha"
"Banksia oreophila"
"Banksia ornata"
"Banksia pallida"
"Banksia paludosa"
"Banksia pellaeifolia"
"Banksia penicillata"
"Banksia petiolaris"
"Banksia pilostylis"
"Banksia plagiocarpa"
"Banksia platycarpa"
"Banksia plumosa"
"Banksia polycephala"
"Banksia porrecta"
"Banksia praemorsa"
"Banksia prionotes"
"Banksia prolata"
"Banksia proteoides"
"Banksia pseudoplumosa"
"Banksia pteridifolia"
"Banksia pulchella"
"Banksia purdieana"
"Banksia quercifolia"
"Banksia repens"
"Banksia robur"
"Banksia rosserae"
"Banksia rufa"
"Banksia rufistylis"
"Banksia saxicola"
"Banksia scabrella"
"Banksia sceptrum"
"Banksia seminuda"
"Banksia serra"
"Banksia serrata"
"Banksia serratuloides"
"Banksia sessiflora"
"Banksia sessilis"
"Banksia sessilis var. cygnorum"
"Banksia shanklandiorum"
"Banksia shuttleworthiana"
"Banksia solandri"
"Banksia solandrii"
"Banksia sp."
"Banksia sparsa"
"Banksia speciosa"
"Banksia sphaerocarpa"
"Banksia spinulosa"
"Banksia spinulosa var. collina"
"Banksia squarrosa"
"Banksia stenoprion"
"Banksia strictifolia"
"Banksia stuposa"
"Banksia subpinnatifida"
"Banksia subulata"
"Banksia telmatiaea"
"Banksia tenuis"
"Banksia tortifolia"
"Banksia tricuspis"
"Banksia tridentata"
"Banksia undata"
"Banksia verticillata"
"Banksia vestita"
"Banksia victoriae"
"Banksia violacea"
"Banksia viscida"
"Banksia wonganensis"
"Baphia abyssinica"
"Baphia angolensis"
"Baphia bancoensis"
"Baphia bequaertii"
"Baphia bergeri"
"Baphia breteleriana"
"Baphia buettneri"
"Baphia chrysophylla"
"Baphia claessensii"
"Baphia cymosa"
"Baphia dewevrei"
"Baphia dewildeana"
"Baphia dubia"
"Baphia eriocalyx"
"Baphia goossensi"
"Baphia gossweileri"
"Baphia heudelotiana"
"Baphia incerta"
"Baphia kirkii"
"Baphia latiloi"
"Baphia laurentii"
"Baphia laurifolia"
"Baphia leptobotrys"
"Baphia leptostemma"
"Baphia letestui"
"Baphia longipedicellata"
"Baphia macrocalyx"
"Baphia madagascariensis"
"Baphia mambillensis"
"Baphia massaiensis"
"Baphia maxima"
"Baphia multiflora"
"Baphia nitida"
"Baphia obanensis"
"Baphia obovata"
"Baphia ovata"
"Baphia pauloi"
"Baphia polyantha"
"Baphia polygalacea"
"Baphia pubescens"
"Baphia punctulata"
"Baphia racemosa"
"Baphia rosa"
"Baphia sp."
"Baphia spathacea"
"Baphia wollastonii"
"Baphiastrum pilosa"
"Baphicacanthus cusia"
"Baphiopsis parviflora"
"Baptisia australis"
"Baptisia bracteata"
"Baptisia lanceolata"
"Baptisia leucantha"
"Baptisia leucophaea"
"Baptisia perfoliata"
"Baptisia sp."
"Baptisia tinctoria"
"Baratranthus axanthus"
"Barbacenia blackii"
"Barbacenia brasiliensis"
"Barbacenia fanniae"
"Barbacenia filamentifera"
"Barbacenia flava"
"Barbacenia gardneri"
"Barbacenia grisea"
"Barbacenia ignea"
"Barbacenia longiscapa"
"Barbacenia markgrafii"
"Barbacenia plantaginea"
"Barbacenia pulverulenta"
"Barbacenia pungens"
"Barbacenia purpurea"
"Barbacenia reflexa"
"Barbacenia riparia"
"Barbacenia spectabilis"
"Barbacenia spiralis"
"Barbacenia stenophylla"
"Barbacenia tomentosa"
"Barbacenia umbrosa"
"Barbaceniopsis boliviensis"
"Barbaceniopsis castillonii"
"Barbaceniopsis humahuaquensis"
"Barbaceniopsis sp._Weigend_&_Weigend_2000-318"
"Barbaceniopsis vargasiana"
"Barbarea arcuata"
"Barbarea intermedia"
"Barbarea intermedia x vulgaris"
"Barbarea minor"
"Barbarea orthoceras"
"Barbarea plantaginea"
"Barbarea plantaginoides"
"Barbarea praecox"
"Barbarea sp."
"Barbarea stricta"
"Barbarea verna"
"Barbarea vulgaris"
"Barbarea vulgaris var. arcuata"
"Barbeuia madagascariensis"
"Barbeya oleoides"
"Barbieria pinnata"
"Barbosella cogniauxiana"
"Barbosella cucullata"
"Barbosella dolichorhiza"
"Barbosella gardneri"
"Barbosella geminata"
"Barbosella orbicularis"
"Barbosella prorepens"
"Barbosella spiritu-sanctensis"
"Barbrodria miersii"
"Barbula fallax"
"Barbula sp."
"Barbula unguiculata"
"Barcella odora"
"Barclaya longifolia"
"Bardana sp."
"Barfussia laxissima"
"Barfussia platyrhachis"
"Barfussia wagneriana"
"Barjonia chlorifolia"
"Barjonia cymosa"
"Barjonia erecta"
"Barjonia glazioui"
"Barjonia laxa"
"bark, decayed"
"Barkeria dorotheae"
"Barkeria lindleyana"
"Barkeria melanocaulon"
"Barkeria obovata"
"Barkeria palmeri"
"Barkeria spectabilis"
"Barkeria whartoniana"
"Barkhausia taraxacifolia"
"Barkleyanthus salicifolius"
"Barklya syringifolia"
"Barkworthia stillmanii"
"Barleria crassa"
"Barleria cristata"
"Barleria cuspidata"
"Barleria gibsonii"
"Barleria lupulina"
"Barleria obtusa"
"Barleria oenotheroides"
"Barleria ovata"
"Barleria popovii"
"Barleria prionitis"
"Barleria repens"
"Barleria sp."
"Barleria strigosa"
"Barnadesia"
"Barnadesia caryophylla"
"Barnadesia corymbosa"
"Barnadesia dombeyana"
"Barnadesia glomerata"
"Barnadesia lehmannii"
"Barnadesia odorata"
"Barnadesia parviflora"
"Barnadesia polyacantha"
"Barnadesia pycnophylla"
"Barnadesia sp."
"Barnadesia spinosa"
"Barnardia japonica"
"Barnebya dispar"
"Barnebya harleyi"
"Barnebydendron riedelii"
"Barneoudia major"
"Barongia lophandra"
"Baronia perrieri"
"Baronia sp."
"Baronia taratana"
"Baronia thouarsii"
"Barosma scoparia"
"Barringtonia acutangula"
"Barringtonia apiculata"
"Barringtonia ashtonii"
"Barringtonia asiatica"
"Barringtonia augusta"
"Barringtonia calyptrata"
"Barringtonia calyptrocalyx"
"Barringtonia chaniana"
"Barringtonia chantaranoi"
"Barringtonia conoidea"
"Barringtonia corneri"
"Barringtonia curranii"
"Barringtonia edulis"
"Barringtonia filirachis"
"Barringtonia fusiformis"
"Barringtonia gigantostachya"
"Barringtonia glomerata"
"Barringtonia hallieri"
"Barringtonia havilandii"
"Barringtonia integrifolia"
"Barringtonia jebbiana"
"Barringtonia khaoluangensis"
"Barringtonia lanceolata"
"Barringtonia latiffiana"
"Barringtonia lauterbachii"
"Barringtonia longifolia"
"Barringtonia longipes"
"Barringtonia longisepala"
"Barringtonia lumina"
"Barringtonia luzoniensis"
"Barringtonia macrocarpa"
"Barringtonia macrostachya"
"Barringtonia magnifolia"
"Barringtonia maxwelliana"
"Barringtonia monticola"
"Barringtonia neocaledonica"
"Barringtonia niedenzuana"
"Barringtonia norshamiae"
"Barringtonia novae-hiberniae"
"Barringtonia palawanensis"
"Barringtonia papeh"
"Barringtonia papuana"
"Barringtonia pauciflora"
"Barringtonia payensiana"
"Barringtonia pendula"
"Barringtonia pinnifolia"
"Barringtonia procera"
"Barringtonia pterita"
"Barringtonia racemosa"
"Barringtonia reticulata"
"Barringtonia revoluta"
"Barringtonia ridsdalei"
"Barringtonia rimata"
"Barringtonia samoensis"
"Barringtonia sarawakensis"
"Barringtonia sarcostachys"
"Barringtonia schmidtii"
"Barringtonia scortechinii"
"Barringtonia seaturae"
"Barringtonia serenae"
"Barringtonia sp."
"Barringtonia speciosa"
"Barringtonia tagala"
"Barringtonia terengganuensis"
"Barringtonia thailandica"
"Barringtonia waasii"
"Barringtonia yunnanensis"
"Barringtonia zainudiniana"
"Barroetea subuligera"
"Barrosoa betoniciformis"
"Bartalinia robillardoides"
"Barteria dewevrei"
"Barteria fistulosa"
"Barteria nigritana"
"Barteria solida"
"Barthea formosana"
"Barthlottia madagascariensis"
"Bartholina burmanniana"
"Bartholomaea mollis"
"Bartholomaea sessiliflora"
"Bartlettia scaposa"
"Bartlettina luxii"
"Bartlettina pansamalensis"
"Bartlettina pinabetensis"
"Bartlettina platyphylla"
"Bartlettina sordida"
"Bartlettina tuerckheimii"
"Bartramia ithyphylla"
"Bartsia alpina"
"Bartsia odontites"
"Bartsia sp."
"Bartsia trixago"
"Baryxylum inerme"
"Basanacantha phyllosepala"
"Basanacantha sp."
"Basanacantha spinosa"
"Basananthe berberoides"
"Basananthe hanningtoniana"
"Basananthe lanceolata"
"Basananthe pedata"
"Basananthe sandersonii"
"Basananthe triloba"
"Basella alba"
"Basella rubra"
"Bashania fargesii"
"Basilicum polystachyon"
"Basilicum sp."
"Basiloxylon brasiliensis"
"Basiloxylon sp."
"Basisperma lanceolata"
"Basistemon peruvianus"
"Basistemon pulchellus"
"Basistemon silvaticus"
"Baskervilla colombiana"
"Bassecoia bretschneideri"
"Bassecoia siamensis"
"Bassecoia sp._IR-2014"
"Basselinia deplanchei"
"Basselinia eriostachys"
"Basselinia favieri"
"Basselinia glabrata"
"Basselinia gracilis"
"Basselinia humboldtiana"
"Basselinia iterata"
"Basselinia moorei"
